external_id,email,push_enabled,marketing_opt_in,signup_date,country,attribution_source,last_purchase_at,purchase_count_90d,purchase_amount_90d,last_session_at,_segment_truth
u_000587,u_000587@example.com,1,1,2024-04-28,KR,Facebook Ads,2025-03-10,8,1816915,2025-03-28,Champion
u_011862,u_011862@example.com,1,0,2023-10-14,KR,organic,2024-11-08,0,0,2025-02-09,Potential
u_010620,u_010620@example.com,1,0,2025-03-23,KR,googleadwords_int,2025-03-15,1,94285,2025-03-21,New
u_008869,u_008869@example.com,0,0,2022-05-31,KR,googleadwords_int,2024-05-09,0,0,2024-03-04,Lost
u_011613,u_011613@example.com,1,1,2025-03-04,KR,googleadwords_int,,0,0,2025-03-25,New
u_006744,u_006744@example.com,1,1,2024-12-12,KR,googleadwords_int,2024-04-29,0,0,2024-07-25,Lost
u_002725,u_002725@example.com,1,0,2023-06-06,KR,googleadwords_int,2024-10-25,0,0,2024-12-05,At-Risk
u_005824,u_005824@example.com,1,1,2022-08-01,KR,referral,2024-10-16,0,0,2025-02-24,Hibernating
u_002824,u_002824@example.com,0,0,2024-02-18,KR,Facebook Ads,2024-11-21,0,0,2024-12-03,At-Risk
u_012255,u_012255@example.com,1,0,2025-01-17,US,organic,2024-11-03,0,0,2025-03-06,Potential
u_001275,u_001275@example.com,0,1,2024-01-04,KR,organic,2025-01-06,8,951144,2025-03-26,Loyal
u_010889,u_010889@example.com,1,1,2025-03-22,KR,referral,,0,0,2025-03-28,New
u_005219,u_005219@example.com,1,1,2023-08-08,KR,googleadwords_int,2024-10-17,0,0,2024-12-21,Hibernating
u_003756,u_003756@example.com,1,1,2023-01-13,KR,googleadwords_int,2024-10-19,0,0,2025-02-10,At-Risk
u_007257,u_007257@example.com,1,1,2022-05-31,KR,googleadwords_int,,0,0,2024-05-02,Lost
u_007155,u_007155@example.com,0,0,2022-04-18,KR,googleadwords_int,,0,0,2024-03-19,Lost
u_011788,u_011788@example.com,1,0,2023-03-29,KR,organic,2025-01-06,3,236288,2025-01-10,Potential
u_014084,u_014084@example.com,1,1,2023-05-20,KR,googleadwords_int,2024-11-18,0,0,2025-01-01,Potential
u_009773,u_009773@example.com,1,1,2024-08-27,KR,naver_search,2024-09-08,0,0,2024-03-11,Lost
u_007650,u_007650@example.com,1,0,2025-01-30,KR,Facebook Ads,2024-03-26,0,0,2024-08-20,Lost
u_006305,u_006305@example.com,0,0,2022-08-20,KR,Facebook Ads,2024-09-18,0,0,2024-06-20,Lost
u_004273,u_004273@example.com,0,0,2022-06-29,KR,naver_search,2024-10-15,0,0,2025-02-13,At-Risk
u_011396,u_011396@example.com,1,0,2025-03-16,KR,googleadwords_int,,0,0,2025-03-25,New
u_005477,u_005477@example.com,1,1,2024-07-21,KR,naver_search,2024-10-31,0,0,2025-01-09,Hibernating
u_003926,u_003926@example.com,1,1,2023-07-03,KR,Facebook Ads,2024-11-20,0,0,2025-02-06,At-Risk
u_013254,u_013254@example.com,1,1,2023-04-24,KR,Facebook Ads,2025-02-22,1,60525,2025-01-13,Potential
u_003578,u_003578@example.com,1,1,2022-07-22,KR,naver_search,2024-10-19,0,0,2024-12-12,At-Risk
u_008759,u_008759@example.com,1,0,2024-07-26,KR,Facebook Ads,,0,0,2024-07-25,Lost
u_000887,u_000887@example.com,1,1,2022-03-27,KR,organic,2025-02-10,6,702757,2025-03-29,Loyal
u_004799,u_004799@example.com,0,0,2024-06-23,KR,Facebook Ads,2024-11-27,0,0,2024-12-21,Hibernating
u_011539,u_011539@example.com,1,1,2025-03-15,KR,organic,2025-03-31,1,34308,2025-03-26,New
u_013501,u_013501@example.com,1,1,2024-09-15,KR,naver_search,2025-01-19,1,97377,2025-02-23,Potential
u_003272,u_003272@example.com,1,1,2023-01-20,KR,googleadwords_int,2024-11-01,0,0,2025-02-20,At-Risk
u_008408,u_008408@example.com,1,1,2022-10-01,KR,googleadwords_int,2024-03-07,0,0,2024-03-02,Lost
u_004058,u_004058@example.com,0,0,2023-07-19,KR,googleadwords_int,2024-10-14,0,0,2025-02-04,At-Risk
u_010586,u_010586@example.com,0,0,2025-03-22,KR,organic,,0,0,2025-03-22,New
u_000886,u_000886@example.com,1,0,2022-10-27,KR,naver_search,2025-01-15,5,541620,2025-03-27,Loyal
u_004019,u_004019@example.com,0,0,2022-05-26,KR,naver_search,2024-11-29,0,0,2025-01-26,At-Risk
u_008278,u_008278@example.com,0,0,2023-05-06,KR,Facebook Ads,2024-05-15,0,0,2024-06-01,Lost
u_013575,u_013575@example.com,1,0,2023-09-11,KR,googleadwords_int,2024-12-18,0,0,2025-01-28,Potential
u_001041,u_001041@example.com,1,0,2023-03-07,KR,googleadwords_int,2025-01-12,6,362073,2025-03-22,Loyal
u_006411,u_006411@example.com,1,1,2023-12-06,KR,Facebook Ads,2024-09-03,0,0,2024-03-04,Lost
u_012524,u_012524@example.com,0,1,2022-08-20,KR,googleadwords_int,2024-11-23,0,0,2025-02-01,Potential
u_000830,u_000830@example.com,1,0,2024-05-06,KR,organic,2025-01-22,8,914687,2025-03-27,Loyal
u_008913,u_008913@example.com,1,1,2022-08-19,KR,googleadwords_int,2024-06-04,0,0,2024-08-19,Lost
u_006385,u_006385@example.com,1,1,2022-08-16,KR,googleadwords_int,,0,0,2024-08-30,Lost
u_006425,u_006425@example.com,0,0,2024-09-07,KR,Facebook Ads,2024-06-25,0,0,2024-06-22,Lost
u_006170,u_006170@example.com,1,1,2022-06-20,KR,googleadwords_int,2024-03-28,0,0,2024-05-21,Lost
u_004856,u_004856@example.com,1,0,2022-05-22,KR,Facebook Ads,2024-11-27,0,0,2025-01-24,Hibernating
u_004148,u_004148@example.com,1,0,2023-07-11,KR,organic,2024-10-10,0,0,2025-01-17,At-Risk
u_007054,u_007054@example.com,1,0,2022-12-26,KR,Facebook Ads,,0,0,2024-03-24,Lost
u_005799,u_005799@example.com,0,0,2024-05-27,KR,googleadwords_int,2024-11-26,0,0,2025-01-20,Hibernating
u_010124,u_010124@example.com,0,0,2023-01-19,US,googleadwords_int,,0,0,2024-04-24,Lost
u_013219,u_013219@example.com,1,1,2024-08-19,KR,naver_search,2025-01-25,2,110336,2025-03-10,Potential
u_003300,u_003300@example.com,1,1,2023-02-20,기타,referral,2024-11-16,0,0,2025-02-25,At-Risk
u_009884,u_009884@example.com,0,0,2023-03-25,KR,googleadwords_int,2024-07-23,0,0,2024-05-01,Lost
u_002545,u_002545@example.com,1,1,2024-10-14,KR,naver_search,2024-12-07,0,0,2024-12-14,At-Risk
u_006819,u_006819@example.com,1,0,2023-10-06,KR,referral,2024-05-19,0,0,2024-08-24,Lost
u_013522,u_013522@example.com,1,1,2024-06-30,KR,Facebook Ads,2025-01-24,2,113881,2025-02-23,Potential
u_011952,u_011952@example.com,1,1,2023-09-23,KR,googleadwords_int,2024-12-05,0,0,2024-12-31,Potential
u_000396,u_000396@example.com,1,0,2023-08-26,KR,naver_search,2025-02-25,4,573839,2025-03-29,Champion
u_000378,u_000378@example.com,1,0,2024-02-18,KR,googleadwords_int,2025-03-29,5,684078,2025-03-30,Champion
u_001749,u_001749@example.com,0,1,2024-02-22,KR,naver_search,2025-02-09,6,301773,2025-03-27,Loyal
u_008446,u_008446@example.com,0,1,2022-06-20,JP,googleadwords_int,2024-03-20,0,0,2024-07-06,Lost
u_007758,u_007758@example.com,0,1,2022-06-18,KR,googleadwords_int,2024-09-03,0,0,2024-09-05,Lost
u_012502,u_012502@example.com,1,1,2023-01-01,KR,googleadwords_int,2024-12-23,0,0,2025-02-13,Potential
u_003645,u_003645@example.com,0,1,2023-07-13,KR,naver_search,2024-10-15,0,0,2025-01-01,At-Risk
u_010074,u_010074@example.com,1,1,2023-12-21,KR,googleadwords_int,2024-07-27,0,0,2024-04-23,Lost
u_013721,u_013721@example.com,1,1,2023-07-01,KR,googleadwords_int,2025-01-05,3,238875,2025-03-09,Potential
u_012161,u_012161@example.com,1,1,2024-10-14,KR,naver_search,2025-01-13,2,205747,2025-01-25,Potential
u_008514,u_008514@example.com,1,1,2024-05-05,KR,Facebook Ads,2024-08-08,0,0,2024-05-21,Lost
u_011435,u_011435@example.com,0,1,2025-03-05,KR,googleadwords_int,2025-03-23,1,46246,2025-03-29,New
u_010537,u_010537@example.com,1,1,2025-03-07,KR,organic,2025-03-31,1,71209,2025-03-25,New
u_006116,u_006116@example.com,1,1,2022-08-07,KR,Facebook Ads,2024-04-30,0,0,2024-03-04,Lost
u_009874,u_009874@example.com,1,1,2022-10-30,KR,naver_search,2024-05-07,0,0,2024-07-19,Lost
u_013286,u_013286@example.com,1,1,2024-06-15,KR,Facebook Ads,2024-11-01,0,0,2025-02-02,Potential
u_005856,u_005856@example.com,0,1,2024-08-06,KR,Facebook Ads,2024-11-09,0,0,2025-01-06,Hibernating
u_014698,u_014698@example.com,1,1,2024-02-26,KR,naver_search,2024-11-20,0,0,2025-01-17,Potential
u_003951,u_003951@example.com,1,1,2024-09-08,KR,Facebook Ads,2024-12-24,0,0,2025-02-14,At-Risk
u_008017,u_008017@example.com,1,0,2023-04-02,KR,organic,2024-07-10,0,0,2024-05-03,Lost
u_011818,u_011818@example.com,1,1,2022-04-14,KR,organic,2024-11-23,0,0,2025-01-14,Potential
u_005178,u_005178@example.com,1,1,2024-05-22,KR,googleadwords_int,2024-11-12,0,0,2024-12-16,Hibernating
u_005927,u_005927@example.com,1,0,2024-11-28,KR,naver_search,2024-11-30,0,0,2025-01-07,Hibernating
u_003211,u_003211@example.com,1,0,2024-07-31,KR,googleadwords_int,2024-11-03,0,0,2025-02-24,At-Risk
u_001734,u_001734@example.com,1,0,2024-10-24,KR,googleadwords_int,2025-01-23,5,523677,2025-03-25,Loyal
u_001071,u_001071@example.com,1,0,2022-12-07,KR,googleadwords_int,2025-02-28,10,1080031,2025-03-22,Loyal
u_006263,u_006263@example.com,1,1,2024-10-16,KR,Facebook Ads,2024-07-17,0,0,2024-03-03,Lost
u_005547,u_005547@example.com,1,0,2022-11-01,KR,googleadwords_int,2024-11-13,0,0,2025-01-11,Hibernating
u_005403,u_005403@example.com,1,1,2022-04-24,KR,organic,2024-10-20,0,0,2025-01-29,Hibernating
u_002945,u_002945@example.com,1,1,2023-10-16,KR,Facebook Ads,2024-11-09,0,0,2024-12-21,At-Risk
u_009149,u_009149@example.com,1,0,2023-03-22,KR,naver_search,,0,0,2024-09-16,Lost
u_010020,u_010020@example.com,1,1,2023-06-21,KR,naver_search,2024-02-07,0,0,2024-09-08,Lost
u_006954,u_006954@example.com,1,0,2024-07-07,JP,googleadwords_int,2024-09-12,0,0,2024-07-21,Lost
u_002777,u_002777@example.com,1,0,2022-12-14,KR,Facebook Ads,2024-10-30,0,0,2025-02-08,At-Risk
u_000437,u_000437@example.com,1,1,2023-06-16,KR,googleadwords_int,2025-03-20,8,1745148,2025-03-31,Champion
u_014078,u_014078@example.com,1,0,2022-06-08,KR,naver_search,2024-12-23,0,0,2025-02-01,Potential
u_006739,u_006739@example.com,1,1,2022-04-02,KR,googleadwords_int,,0,0,2024-03-20,Lost
u_013195,u_013195@example.com,1,1,2023-03-08,KR,Facebook Ads,2025-02-17,2,157603,2025-01-24,Potential
u_006308,u_006308@example.com,1,0,2022-09-22,KR,referral,2024-07-08,0,0,2024-08-13,Lost
u_008188,u_008188@example.com,0,1,2024-06-01,KR,Facebook Ads,2024-02-05,0,0,2024-09-27,Lost
u_002885,u_002885@example.com,0,0,2022-07-17,KR,googleadwords_int,2024-12-21,0,0,2024-12-02,At-Risk
u_006772,u_006772@example.com,1,1,2024-09-02,KR,googleadwords_int,2024-05-02,0,0,2024-06-16,Lost
u_014467,u_014467@example.com,1,1,2024-01-13,KR,Facebook Ads,2025-01-05,2,161736,2025-03-15,Potential
u_004468,u_004468@example.com,0,1,2024-05-01,KR,Facebook Ads,2024-11-15,0,0,2025-01-06,At-Risk
u_014798,u_014798@example.com,1,0,2023-09-15,KR,organic,2024-12-19,0,0,2025-02-25,Potential
u_005111,u_005111@example.com,0,0,2023-04-15,KR,Facebook Ads,2024-11-29,0,0,2024-12-29,Hibernating
u_004716,u_004716@example.com,1,1,2023-08-14,KR,Facebook Ads,2024-12-11,0,0,2024-12-16,Hibernating
u_010377,u_010377@example.com,0,1,2024-12-18,US,Facebook Ads,2024-09-05,0,0,2024-07-09,Lost
u_014669,u_014669@example.com,1,0,2024-05-31,KR,naver_search,2025-03-01,1,123613,2025-01-28,Potential
u_014672,u_014672@example.com,0,0,2023-02-14,KR,naver_search,2025-02-03,1,90518,2025-02-10,Potential
u_002178,u_002178@example.com,0,0,2022-04-16,KR,Facebook Ads,2025-01-16,9,503617,2025-03-23,Loyal
u_002528,u_002528@example.com,1,1,2023-04-10,KR,organic,2024-12-09,0,0,2025-02-02,At-Risk
u_013059,u_013059@example.com,1,1,2022-05-06,KR,organic,2025-02-19,3,318535,2025-02-10,Potential
u_011718,u_011718@example.com,0,0,2024-03-25,KR,referral,2024-12-01,0,0,2025-03-15,Potential
u_011884,u_011884@example.com,0,1,2022-06-10,KR,googleadwords_int,2025-01-26,2,113522,2025-02-04,Potential
u_014923,u_014923@example.com,1,0,2023-04-28,KR,Facebook Ads,2025-01-25,3,285647,2025-02-01,Potential
u_003012,u_003012@example.com,1,1,2024-12-09,KR,googleadwords_int,2024-11-28,0,0,2025-01-27,At-Risk
u_010496,u_010496@example.com,1,0,2024-07-28,KR,referral,2024-05-29,0,0,2024-09-22,Lost
u_011667,u_011667@example.com,1,0,2025-03-18,KR,organic,2025-03-12,1,33418,2025-03-22,New
u_005792,u_005792@example.com,1,1,2023-12-17,KR,naver_search,2024-10-13,0,0,2024-12-14,Hibernating
u_007580,u_007580@example.com,1,1,2024-05-11,KR,organic,2024-06-13,0,0,2024-06-15,Lost
u_012354,u_012354@example.com,1,1,2024-12-21,KR,organic,2024-12-07,0,0,2025-01-29,Potential
u_011938,u_011938@example.com,1,1,2023-12-14,KR,organic,2025-02-18,3,144581,2025-02-01,Potential
u_008218,u_008218@example.com,1,0,2023-06-01,KR,organic,,0,0,2024-04-20,Lost
u_013857,u_013857@example.com,1,1,2024-07-02,KR,Facebook Ads,2024-11-18,0,0,2025-03-23,Potential
u_006837,u_006837@example.com,1,1,2023-01-01,KR,Facebook Ads,,0,0,2024-05-23,Lost
u_012659,u_012659@example.com,1,1,2023-04-12,KR,naver_search,2024-12-02,0,0,2025-01-12,Potential
u_003825,u_003825@example.com,1,1,2023-08-17,KR,googleadwords_int,2024-10-08,0,0,2025-01-03,At-Risk
u_000403,u_000403@example.com,0,1,2023-10-25,기타,googleadwords_int,2025-03-15,8,1275068,2025-03-22,Champion
u_013250,u_013250@example.com,0,0,2022-07-12,US,Facebook Ads,2025-01-30,2,215595,2025-03-03,Potential
u_013205,u_013205@example.com,0,0,2024-10-12,KR,Facebook Ads,2025-02-26,1,75988,2025-03-15,Potential
u_004374,u_004374@example.com,1,1,2024-07-28,KR,naver_search,2024-10-15,0,0,2025-02-01,At-Risk
u_008481,u_008481@example.com,1,1,2023-10-11,KR,googleadwords_int,,0,0,2024-04-01,Lost
u_014473,u_014473@example.com,1,1,2022-12-06,KR,googleadwords_int,2024-11-07,0,0,2025-03-03,Potential
u_002449,u_002449@example.com,1,1,2022-10-21,KR,naver_search,2024-12-07,0,0,2025-01-01,At-Risk
u_009964,u_009964@example.com,1,1,2024-06-18,KR,organic,2024-04-17,0,0,2024-04-12,Lost
u_000763,u_000763@example.com,1,1,2024-10-26,KR,organic,2025-02-08,5,440212,2025-03-27,Loyal
u_009585,u_009585@example.com,1,1,2023-08-20,KR,referral,2024-09-13,0,0,2024-08-14,Lost
u_012403,u_012403@example.com,0,0,2024-07-07,기타,organic,2024-11-22,0,0,2025-02-22,Potential
u_010357,u_010357@example.com,1,1,2023-12-20,KR,naver_search,2024-05-06,0,0,2024-02-25,Lost
u_008655,u_008655@example.com,1,0,2024-05-11,KR,Facebook Ads,,0,0,2024-09-21,Lost
u_000841,u_000841@example.com,1,0,2023-01-12,KR,googleadwords_int,2025-02-10,7,408801,2025-03-28,Loyal
u_008543,u_008543@example.com,1,1,2024-08-04,KR,naver_search,2024-08-28,0,0,2024-04-02,Lost
u_006124,u_006124@example.com,0,1,2024-05-25,KR,Facebook Ads,,0,0,2024-04-20,Lost
u_014495,u_014495@example.com,1,1,2023-10-27,KR,googleadwords_int,2025-01-14,1,110288,2025-01-11,Potential
u_007387,u_007387@example.com,1,1,2023-04-01,KR,organic,2024-07-02,0,0,2024-04-08,Lost
u_003834,u_003834@example.com,1,1,2023-03-17,JP,naver_search,2024-10-13,0,0,2025-01-04,At-Risk
u_011957,u_011957@example.com,0,0,2022-11-22,KR,organic,2024-12-26,0,0,2025-03-07,Potential
u_007850,u_007850@example.com,1,0,2024-10-16,기타,organic,,0,0,2024-03-10,Lost
u_002059,u_002059@example.com,1,1,2023-10-10,KR,organic,2025-02-05,5,726201,2025-03-23,Loyal
u_001792,u_001792@example.com,1,1,2024-12-10,KR,referral,2025-02-14,5,428606,2025-03-28,Loyal
u_000391,u_000391@example.com,1,0,2023-08-09,KR,naver_search,2025-02-08,7,726667,2025-03-22,Champion
u_007835,u_007835@example.com,1,1,2024-01-03,KR,Facebook Ads,2024-08-04,0,0,2024-07-11,Lost
u_011910,u_011910@example.com,1,1,2023-12-07,KR,Facebook Ads,2024-11-27,0,0,2025-03-06,Potential
u_005650,u_005650@example.com,0,1,2023-11-24,KR,referral,2024-11-16,0,0,2025-01-19,Hibernating
u_010905,u_010905@example.com,0,0,2025-03-21,KR,naver_search,2025-03-24,1,65131,2025-03-22,New
u_013668,u_013668@example.com,0,0,2023-04-23,KR,organic,2025-02-19,2,110137,2025-03-25,Potential
u_002740,u_002740@example.com,0,0,2024-09-19,KR,googleadwords_int,2024-12-24,0,0,2025-01-28,At-Risk
u_001142,u_001142@example.com,1,1,2022-12-20,KR,referral,2025-01-09,10,1254512,2025-03-21,Loyal
u_010979,u_010979@example.com,1,1,2025-03-08,KR,naver_search,,0,0,2025-03-23,New
u_000453,u_000453@example.com,1,0,2024-02-14,KR,Facebook Ads,2025-03-12,5,1028909,2025-03-29,Champion
u_002318,u_002318@example.com,0,0,2023-02-20,KR,googleadwords_int,2024-11-19,0,0,2025-01-21,At-Risk
u_010304,u_010304@example.com,0,1,2022-05-08,US,googleadwords_int,,0,0,2024-04-06,Lost
u_003366,u_003366@example.com,1,0,2024-07-06,KR,Facebook Ads,2024-12-01,0,0,2024-12-01,At-Risk
u_014746,u_014746@example.com,0,1,2023-01-08,KR,Facebook Ads,2025-02-03,2,91979,2025-02-25,Potential
u_011207,u_011207@example.com,0,1,2025-03-23,KR,referral,,0,0,2025-03-30,New
u_012117,u_012117@example.com,0,1,2022-05-07,KR,referral,2024-11-07,0,0,2025-02-12,Potential
u_010100,u_010100@example.com,1,1,2024-09-06,KR,naver_search,2024-07-05,0,0,2024-09-04,Lost
u_010367,u_010367@example.com,1,0,2023-05-19,KR,Facebook Ads,2024-03-18,0,0,2024-03-15,Lost
u_011941,u_011941@example.com,1,1,2022-11-20,KR,googleadwords_int,2025-01-24,3,226415,2025-01-24,Potential
u_003966,u_003966@example.com,1,0,2023-07-16,JP,naver_search,2024-10-21,0,0,2025-01-05,At-Risk
u_010567,u_010567@example.com,1,1,2025-03-28,KR,naver_search,,0,0,2025-03-28,New
u_002159,u_002159@example.com,0,0,2023-04-27,KR,googleadwords_int,2025-01-09,6,785299,2025-03-23,Loyal
u_005913,u_005913@example.com,0,0,2022-03-30,KR,Facebook Ads,2024-11-04,0,0,2024-12-20,Hibernating
u_007619,u_007619@example.com,0,0,2022-07-07,KR,naver_search,,0,0,2024-09-27,Lost
u_008729,u_008729@example.com,1,0,2022-07-20,KR,Facebook Ads,2024-06-05,0,0,2024-10-01,Lost
u_001555,u_001555@example.com,1,0,2023-03-11,KR,googleadwords_int,2025-02-09,4,353475,2025-03-31,Loyal
u_006095,u_006095@example.com,1,1,2024-12-04,KR,googleadwords_int,,0,0,2024-06-24,Lost
u_006535,u_006535@example.com,0,0,2022-07-31,KR,organic,,0,0,2024-05-11,Lost
u_011795,u_011795@example.com,1,1,2024-11-15,KR,googleadwords_int,2025-02-06,1,110976,2025-03-19,Potential
u_002398,u_002398@example.com,1,0,2022-05-06,KR,googleadwords_int,2024-10-27,0,0,2024-12-14,At-Risk
u_011721,u_011721@example.com,1,1,2023-10-03,JP,naver_search,2024-11-03,0,0,2025-02-12,Potential
u_010958,u_010958@example.com,1,1,2025-03-27,KR,googleadwords_int,,0,0,2025-03-24,New
u_004974,u_004974@example.com,1,1,2024-01-06,기타,organic,2024-10-26,0,0,2024-12-26,Hibernating
u_014257,u_014257@example.com,0,1,2022-09-09,KR,referral,2024-11-27,0,0,2025-03-17,Potential
u_013703,u_013703@example.com,1,1,2023-07-22,KR,Facebook Ads,2025-01-15,3,300376,2025-02-18,Potential
u_003349,u_003349@example.com,1,0,2024-04-08,KR,Facebook Ads,2024-12-24,0,0,2025-02-21,At-Risk
u_003744,u_003744@example.com,1,0,2023-10-26,KR,referral,2024-12-11,0,0,2024-12-09,At-Risk
u_002662,u_002662@example.com,1,0,2023-08-12,KR,googleadwords_int,2024-10-10,0,0,2025-01-19,At-Risk
u_003723,u_003723@example.com,1,1,2023-02-26,KR,organic,2024-11-23,0,0,2025-02-11,At-Risk
u_005117,u_005117@example.com,1,1,2023-04-24,KR,organic,2024-10-17,0,0,2024-12-12,Hibernating
u_013213,u_013213@example.com,1,0,2024-10-26,KR,Facebook Ads,2025-01-01,3,219430,2025-03-05,Potential
u_003401,u_003401@example.com,0,1,2024-03-23,KR,organic,2024-12-02,0,0,2025-02-02,At-Risk
u_006290,u_006290@example.com,1,1,2023-02-07,KR,organic,2024-07-23,0,0,2024-08-08,Lost
u_001804,u_001804@example.com,1,0,2022-07-26,KR,googleadwords_int,2025-01-28,5,608488,2025-03-31,Loyal
u_010466,u_010466@example.com,0,0,2024-06-27,KR,organic,2024-08-09,0,0,2024-05-30,Lost
u_013876,u_013876@example.com,1,1,2023-09-29,KR,googleadwords_int,2025-01-18,2,111633,2025-03-13,Potential
u_008692,u_008692@example.com,1,1,2023-03-10,KR,naver_search,,0,0,2024-03-10,Lost
u_001819,u_001819@example.com,0,0,2024-10-08,KR,Facebook Ads,2025-03-01,7,750135,2025-03-26,Loyal
u_000150,u_000150@example.com,0,0,2023-05-29,KR,Facebook Ads,2025-03-30,5,851550,2025-03-24,Champion
u_012101,u_012101@example.com,1,0,2024-10-28,KR,Facebook Ads,2025-02-27,2,136408,2025-02-19,Potential
u_013265,u_013265@example.com,1,1,2023-09-20,KR,organic,2025-01-26,1,65956,2025-03-21,Potential
u_006101,u_006101@example.com,1,1,2024-08-06,KR,googleadwords_int,,0,0,2024-05-11,Lost
u_008540,u_008540@example.com,1,1,2024-05-07,KR,naver_search,,0,0,2024-06-11,Lost
u_008380,u_008380@example.com,1,1,2023-05-05,KR,googleadwords_int,2024-05-09,0,0,2024-05-01,Lost
u_000268,u_000268@example.com,1,0,2024-01-30,KR,googleadwords_int,2025-03-30,12,2211622,2025-03-24,Champion
u_011709,u_011709@example.com,0,0,2023-01-28,KR,googleadwords_int,2025-01-02,3,301952,2025-01-05,Potential
u_004104,u_004104@example.com,1,1,2022-04-17,KR,organic,2024-12-13,0,0,2025-02-13,At-Risk
u_004994,u_004994@example.com,1,1,2023-02-08,KR,googleadwords_int,2024-11-24,0,0,2025-02-17,Hibernating
u_010375,u_010375@example.com,1,0,2024-05-05,KR,googleadwords_int,2024-05-04,0,0,2024-09-11,Lost
u_004966,u_004966@example.com,1,1,2022-04-07,KR,googleadwords_int,2024-11-05,0,0,2025-02-23,Hibernating
u_014076,u_014076@example.com,1,0,2024-01-31,KR,naver_search,2024-12-22,0,0,2025-01-10,Potential
u_000051,u_000051@example.com,1,1,2023-11-04,KR,googleadwords_int,2025-02-20,10,1962283,2025-03-23,Champion
u_005760,u_005760@example.com,1,0,2024-08-25,KR,naver_search,2024-10-23,0,0,2025-01-14,Hibernating
u_010745,u_010745@example.com,0,0,2025-03-10,KR,referral,,0,0,2025-03-22,New
u_010731,u_010731@example.com,0,1,2025-03-28,KR,Facebook Ads,,0,0,2025-03-27,New
u_002714,u_002714@example.com,1,0,2025-01-07,KR,googleadwords_int,2024-10-09,0,0,2025-01-18,At-Risk
u_011769,u_011769@example.com,1,1,2022-07-05,US,Facebook Ads,2025-01-09,1,108581,2025-02-06,Potential
u_014652,u_014652@example.com,1,1,2023-09-12,KR,naver_search,2024-11-20,0,0,2025-03-13,Potential
u_012245,u_012245@example.com,1,1,2023-11-09,KR,googleadwords_int,2025-02-14,1,102239,2025-02-12,Potential
u_002535,u_002535@example.com,0,0,2023-04-07,KR,Facebook Ads,2024-11-01,0,0,2025-02-15,At-Risk
u_011840,u_011840@example.com,1,1,2022-05-21,KR,naver_search,2025-02-11,2,235655,2025-03-25,Potential
u_012432,u_012432@example.com,1,1,2024-11-09,KR,naver_search,2024-11-11,0,0,2025-03-19,Potential
u_000012,u_000012@example.com,0,1,2024-02-01,KR,organic,2025-02-13,9,1320863,2025-03-26,Champion
u_004792,u_004792@example.com,1,0,2022-06-14,KR,organic,2024-12-10,0,0,2025-02-18,Hibernating
u_011518,u_011518@example.com,1,1,2025-03-23,KR,organic,2025-03-30,1,33020,2025-03-23,New
u_007193,u_007193@example.com,1,0,2022-04-06,KR,Facebook Ads,2024-05-27,0,0,2024-03-26,Lost
u_008367,u_008367@example.com,0,0,2023-04-14,기타,organic,,0,0,2024-03-22,Lost
u_001191,u_001191@example.com,1,1,2023-05-22,KR,Facebook Ads,2025-02-25,8,559546,2025-03-26,Loyal
u_004875,u_004875@example.com,0,0,2024-12-23,KR,Facebook Ads,2024-11-03,0,0,2025-01-12,Hibernating
u_005044,u_005044@example.com,1,1,2023-03-13,KR,naver_search,2024-11-16,0,0,2025-02-10,Hibernating
u_005173,u_005173@example.com,0,1,2023-01-21,KR,Facebook Ads,2024-10-31,0,0,2025-01-21,Hibernating
u_008402,u_008402@example.com,1,0,2024-03-20,JP,Facebook Ads,,0,0,2024-10-01,Lost
u_014872,u_014872@example.com,1,1,2024-06-01,KR,organic,2024-12-19,0,0,2025-02-15,Potential
u_008885,u_008885@example.com,1,1,2023-08-22,KR,googleadwords_int,2024-04-18,0,0,2024-05-01,Lost
u_013993,u_013993@example.com,1,1,2022-06-19,KR,Facebook Ads,2024-11-14,0,0,2025-03-18,Potential
u_003540,u_003540@example.com,1,0,2023-06-04,KR,organic,2024-11-15,0,0,2025-02-20,At-Risk
u_002238,u_002238@example.com,1,1,2022-07-18,KR,naver_search,2025-02-01,6,655206,2025-03-26,Loyal
u_002637,u_002637@example.com,0,1,2024-01-16,KR,naver_search,2024-11-15,0,0,2025-02-16,At-Risk
u_001661,u_001661@example.com,1,0,2023-07-02,KR,Facebook Ads,2025-01-19,5,651825,2025-03-25,Loyal
u_014178,u_014178@example.com,0,1,2023-08-18,KR,Facebook Ads,2024-11-15,0,0,2025-01-19,Potential
u_013194,u_013194@example.com,0,0,2023-12-11,KR,organic,2024-12-22,0,0,2025-02-07,Potential
u_011094,u_011094@example.com,1,1,2025-03-13,KR,googleadwords_int,2025-03-29,1,20275,2025-03-28,New
u_013246,u_013246@example.com,1,1,2022-04-25,KR,Facebook Ads,2024-11-01,0,0,2025-01-01,Potential
u_008193,u_008193@example.com,1,1,2024-03-23,KR,googleadwords_int,2024-05-08,0,0,2024-05-13,Lost
u_014090,u_014090@example.com,1,1,2024-12-18,KR,Facebook Ads,2024-12-04,0,0,2025-01-03,Potential
u_011908,u_011908@example.com,0,1,2023-02-19,KR,organic,2025-01-01,2,150320,2024-12-31,Potential
